int(self),self.nb_electrical,self.nb_activeCS_Cparking,self.nb_solar,self.nb_wind,self.avg_statisfied_day,self.monthly_profit,self.monthly_energy_consumption,self.monthly_renew_charge,self.self_consumption,self.self_sufficiency
0,30,6,0,0,0.7675470993652801,13660988.000000097,10464666.66666674,0.0,0.0,0.0
1,30,6,0,0,0.509992452914546,13179727.000000102,10096166.666666744,0.0,0.0,0.0
2,30,6,0,0,0.7728683774138309,16026589.333333382,12276000.000000035,0.0,0.0,0.0
3,30,6,0,0,0.7998041822469301,20104138.99999988,15398166.666666582,0.0,0.0,0.0
4,30,6,0,0,0.4972920633225976,10335259.000000007,7918166.666666673,0.0,0.0,0.0
5,30,6,0,0,0.7758097456851383,17989942.66666667,13779333.333333336,0.0,0.0,0.0
6,30,6,0,0,0.7958579962172248,22737905.666666444,17414833.33333316,0.0,0.0,0.0
7,30,6,0,0,0.7288091958546495,13601129.666666728,10418833.33333338,0.0,0.0,0.0
8,30,6,0,0,0.652474500890178,19733017.33333327,15113999.999999948,0.0,0.0,0.0
9,30,6,0,0,0.738744715843951,16397711.000000061,12560166.666666713,0.0,0.0,0.0
10,30,9,0,0,0.47706789605644556,11660619.666666724,8933833.333333377,0.0,0.0,0.0
11,30,9,0,0,0.779474914398577,13135529.000000093,10063166.666666733,0.0,0.0,0.0
12,30,9,0,0,0.8472371218525047,22597934.33333312,17308499.99999984,0.0,0.0,0.0
13,30,9,0,0,0.7931693432612176,27391389.666666258,20978833.33333302,0.0,0.0,0.0
14,30,9,0,0,0.8406250661975844,19133333.999999955,14655666.666666634,0.0,0.0,0.0
15,30,9,0,0,0.8399302557194323,16025489.333333429,12276000.000000075,0.0,0.0,0.0
16,30,9,0,0,0.8808742783933594,24637906.333333023,18870499.999999765,0.0,0.0,0.0
17,30,9,0,0,0.877465748839795,25205363.3333331,19304999.999999825,0.0,0.0,0.0
18,30,9,0,0,0.67885947574296,15271274.333333444,11698500.00000009,0.0,0.0,0.0
19,30,9,0,0,0.6323447192642235,18934604.333333343,14503500.000000011,0.0,0.0,0.0
20,30,12,0,0,0.8321392348109913,20590382.999999933,15772166.66666662,0.0,0.0,0.0
21,30,12,0,0,0.7914447091370155,16991700.000000037,13016666.6666667,0.0,0.0,0.0
22,30,12,0,0,1.0,26564244.666666355,20346333.333333097,0.0,0.0,0.0
23,30,12,0,0,0.7877502798304322,19043643.666666657,14587833.333333328,0.0,0.0,0.0
24,30,12,0,0,0.8065309652927528,17003671.66666672,13025833.333333373,0.0,0.0,0.0
25,30,12,0,0,0.8359804070900535,19038854.999999963,14584166.66666664,0.0,0.0,0.0
26,30,12,0,0,0.8579734477466844,20650241.33333321,15817999.99999991,0.0,0.0,0.0
27,30,12,0,0,0.7570014250632505,20157008.666666586,15440333.33333327,0.0,0.0,0.0
28,30,12,0,0,0.7686294722406564,16699591.333333388,12793000.000000041,0.0,0.0,0.0
29,30,12,0,0,0.6837437371788517,12116837.3333334,9284000.000000048,0.0,0.0,0.0
30,30,15,0,0,0.7902816414354853,17174963.666666705,13157833.333333362,0.0,0.0,0.0
31,30,15,0,0,0.8084796533606597,19602817.666666597,15016833.333333276,0.0,0.0,0.0
32,30,15,0,0,0.7515962490086883,22186303.33333317,16994999.999999873,0.0,0.0,0.0
33,30,15,0,0,0.9746436769337528,16523705.000000067,12659166.666666716,0.0,0.0,0.0
34,30,15,0,0,0.8572075189441593,13492479.000000093,10338166.666666733,0.0,0.0,0.0
35,30,15,0,0,0.7083596971057685,18786349.999999948,14391666.666666627,0.0,0.0,0.0
36,30,15,0,0,0.8292386911730791,17495804.33333336,13403500.00000002,0.0,0.0,0.0
37,30,15,0,0,0.7711489884069828,24671621.333333172,18897999.999999877,0.0,0.0,0.0
38,30,15,0,0,0.9566835089260225,26057940.333332982,19959499.99999974,0.0,0.0,0.0
39,30,15,0,0,0.8282953157953177,16226807.66666673,12431833.333333377,0.0,0.0,0.0
40,30,18,0,0,0.9242383819842291,27450342.333332956,21026499.999999713,0.0,0.0,0.0
41,30,18,0,0,0.8496106246064864,19398199.33333326,14860999.99999994,0.0,0.0,0.0
42,30,18,0,0,0.8823408522826256,24826152.9999997,19017166.66666644,0.0,0.0,0.0
43,30,18,0,0,0.8045570841372383,13771516.000000097,10552666.666666739,0.0,0.0,0.0
44,30,18,0,0,0.9516163825127258,16967951.000000022,13000166.666666687,0.0,0.0,0.0
45,30,18,0,0,0.8232332620493465,26370497.999999635,20199666.66666639,0.0,0.0,0.0
46,30,18,0,0,0.8216810575574581,19647209.999999918,15051666.666666605,0.0,0.0,0.0
47,30,18,0,0,0.7823008763351699,17482732.66666667,13394333.333333336,0.0,0.0,0.0
48,30,18,0,0,1.0,25343328.99999979,19413166.666666508,0.0,0.0,0.0
49,30,18,0,0,0.9282603697006491,23229132.666666444,17794333.333333153,0.0,0.0,0.0
50,30,21,0,0,0.8261283339471477,23402818.999999776,17928166.666666493,0.0,0.0,0.0
51,30,21,0,0,0.8907785169058273,23678167.33333313,18138999.99999985,0.0,0.0,0.0
52,30,21,0,0,0.8358496994619464,22026077.3333332,16873999.999999903,0.0,0.0,0.0
53,30,21,0,0,0.8864159763800521,27537832.666666273,21094333.333333027,0.0,0.0,0.0
54,30,21,0,0,0.8698411564487015,26292779.333332967,20140999.999999717,0.0,0.0,0.0
55,30,21,0,0,0.9547560245472222,28782885.99999963,22047666.666666385,0.0,0.0,0.0
56,30,21,0,0,0.9116653627767243,29582593.333332866,22659999.999999646,0.0,0.0,0.0
57,30,21,0,0,0.8068867501276997,18820064.99999997,14419166.666666642,0.0,0.0,0.0
58,30,21,0,0,0.8660692173588089,20180046.33333326,15460499.999999937,0.0,0.0,0.0
59,30,21,0,0,0.8724002033699992,23522535.66666637,18019833.333333112,0.0,0.0,0.0
60,30,24,0,0,0.8149180529344425,21321043.333333187,16334999.999999896,0.0,0.0,0.0
61,30,24,0,0,0.8122325844143019,25657180.99999967,19655166.666666415,0.0,0.0,0.0
62,30,24,0,0,0.9010392158148144,23191017.66666645,17766833.333333164,0.0,0.0,0.0
63,30,24,0,0,0.983806354798721,21464703.33333321,16444999.99999991,0.0,0.0,0.0
64,30,24,0,0,0.8723175228491957,22522998.666666474,17255333.333333183,0.0,0.0,0.0
65,30,24,0,0,0.8684826966516037,20538096.333333198,15735499.9999999,0.0,0.0,0.0
66,30,24,0,0,0.8994121583875071,25705067.666666336,19691833.333333086,0.0,0.0,0.0
67,30,24,0,0,0.8470078736048998,20667390.3333332,15834499.999999903,0.0,0.0,0.0
68,30,24,0,0,0.8313973986175778,23916500.666666433,18322333.33333315,0.0,0.0,0.0
69,30,24,0,0,0.72900927479603,17660107.666666683,13531833.333333347,0.0,0.0,0.0
70,30,27,0,0,1.0,28483788.666666225,21820333.333332997,0.0,0.0,0.0
71,30,27,0,0,0.9262718490987569,26802966.666666307,20533333.333333053,0.0,0.0,0.0
72,30,27,0,0,0.9706598314871772,25033554.333333034,19178499.999999776,0.0,0.0,0.0
73,30,27,0,0,0.825048221042803,18470686.666666612,14153333.333333291,0.0,0.0,0.0
74,30,27,0,0,0.9400573021906898,24530744.333333064,18793499.9999998,0.0,0.0,0.0
75,30,27,0,0,0.9142877154776583,22641615.333333116,17346999.999999832,0.0,0.0,0.0
76,30,27,0,0,0.9343865023281057,20117987.99999993,15414666.66666661,0.0,0.0,0.0
77,30,27,0,0,0.9123813471366223,24154833.999999724,18505666.666666463,0.0,0.0,0.0
78,30,27,0,0,0.8364889723147649,21451631.666666534,16435833.333333235,0.0,0.0,0.0
79,30,27,0,0,0.9301550895863042,21439659.99999986,16426666.666666558,0.0,0.0,0.0
80,30,30,0,0,0.9227049275376616,16420037.3333334,12584000.000000054,0.0,0.0,0.0
81,30,30,0,0,1.0,29409295.666666325,22529833.333333068,0.0,0.0,0.0
82,30,30,0,0,0.9068475521988618,24103452.999999724,18467166.66666646,0.0,0.0,0.0
83,30,30,0,0,1.0,32380663.33333302,24804999.999999758,0.0,0.0,0.0
84,30,30,0,0,0.9130538041783824,21187154.999999814,16234166.666666528,0.0,0.0,0.0
85,30,30,0,0,0.9005208122260047,25216817.9999997,19319666.66666644,0.0,0.0,0.0
86,30,30,0,0,0.9365961328747594,21105747.66666652,16171833.333333222,0.0,0.0,0.0
87,30,30,0,0,0.9225161668529137,25913568.9999997,19853166.66666644,0.0,0.0,0.0
88,30,30,0,0,1.0,23464165.99999977,17977666.666666493,0.0,0.0,0.0
89,30,30,0,0,0.9319248650104408,20478432.333333198,15691499.9999999,0.0,0.0,0.0
